username,likes,comment,publishedAt,updatedAt,viewerRating,parentId,comment_id,word_count,cleaned_comment,topic_nmf,topic_kmeans,topic_word2vec_kmeans,sentiment,sentiment_vader
@Superbustr,0,On the European mainland Cadburys chocolate is considered to be foreign chocolate only found in small British imported food stores or in the small foreign food aisle in a supermarket.,2022-02-02T06:51:16Z,2022-02-02T06:51:16Z,none,,431,30,european mainland cadburys chocolate considered foreign chocolate found small british imported food store small foreign food aisle supermarket,5,1,6,-0.10714285714285714,0.0
@worchestershiresauce8200,0,Fazer chocolate is my favorite,2022-02-01T00:33:02Z,2022-02-01T00:33:02Z,none,,432,5,fazer chocolate favorite,0,1,8,0.5,0.4588
@keithnewton8981,0,American chocolate taste like yoghurt.,2022-01-31T20:28:05Z,2022-01-31T20:28:05Z,none,,433,5,american chocolate taste yoghurt,1,2,5,0.0,0.3612
@BlackHoleEye,3,"So you're saying 10% cocoa powder = 30% cocoa powder+butter.
Have you taken a blow to the head?",2022-01-31T18:31:15Z,2022-01-31T18:31:15Z,none,,434,18,saying cocoa powder cocoa powder butter taken blow head,7,1,4,0.0,0.0
@shadonk,0,Honestly I love Hersheys because at least in Australia it's pretty gard to find and it tastes good to and I find Cadbury really boring but always think of Lindt and other brands as high class because their a lot more expensive so I find it interesting that's it's really common Europe,2022-01-29T07:56:01Z,2022-01-29T07:56:01Z,none,,435,52,honestly hershey least australia pretty gard find taste good find cadbury really boring always think lindt brand high class lot expensive find interesting really common europe,8,0,6,0.034999999999999996,0.8689
@howayneharvey903,0,"Hershey's & Cadbury's are two of the most expensive chocolate in Jamaica. Very expensive! 

Charles Chocolate are more affordable in many different styles and flavours",2022-01-28T22:27:32Z,2022-01-28T22:27:32Z,none,,436,25,hershey cadbury two expensive chocolate jamaica expensive charles chocolate affordable many different style flavour,8,5,6,0.03125,0.0
@quonkylops,5,"I had the fortune of finding an ungodly amount of Milka at the 99 cent store. Having a Romanian step grandma, I knew what I would be missing out on if I didnt but half of them. Hershey is soooo bitter and burns my mouth.",2022-01-26T01:01:44Z,2022-01-26T01:01:44Z,none,,437,45,fortune finding ungodly amount milka cent store romanian step grandma knew would missing didnt half hershey soooo bitter burn mouth,2,1,8,-0.15555555555555556,-0.6486
@kinglybingly8827,1,"guys... Cadbury was probably the biggest competitor of Hersey's in the past, during wartime, which is relevant to what they were talking about when they said Cadbury was Hersey's biggest competitor. They also probably only stuck to comparing Hersey's to Cadbury for simplicity sake, less chocolate brands to think about.",2022-01-25T10:36:44Z,2022-01-25T10:36:44Z,none,,438,50,guy cadbury probably biggest competitor hersey wartime relevant talking said cadbury hersey biggest competitor also probably stuck comparing hersey cadbury simplicity sake le chocolate brand think,8,3,0,-0.004166666666666659,-0.25
@emit5586,5,"British here- Cadbury isn't European, I'm pretty sure a lot of Europeans haven't even heard of Cadbury. A better example of a European chocolate would be Milka or Lindt",2022-01-23T19:26:40Z,2022-01-23T19:26:40Z,none,,439,29,british cadbury european pretty sure lot european even heard cadbury better example european chocolate would milka lindt,5,3,4,0.20833333333333334,0.3761
@havic5281,0,For me I really can’t stand the milk chocolates in America they all just are really nasty so I tend to stay away from the chocolates at stores and tend to either make my own or find actually good chocolate,2022-01-22T19:25:30Z,2022-01-22T19:25:30Z,none,,440,40,really stand milk chocolate america really nasty tend stay away chocolate store tend make find actually good chocolate,7,0,6,0.12499999999999997,-0.2484
@Hi-tq4nw,0,I was eating chocolate while watching this,2022-01-22T18:32:46Z,2022-01-22T18:32:46Z,none,,441,7,eating chocolate watching,0,1,0,0.0,0.0
@bhblueberry,0,I'm from Poland and I have to say that the best chocolate for masses is German Milka :) Also Kinder taste great and I think it is one of the most healthy ones..,2022-01-22T14:24:07Z,2022-01-22T14:26:15Z,none,,442,33,poland say best chocolate mass german milka also kinder taste great think one healthy one,1,8,4,0.5499999999999999,0.9552
@tempest031,0,"Well nowadays, you are lucky to find cocoa butter/fat in chocolate , because there's none of that stuff there anymore, it's written ""plant fat"" , because cocoa butter sells for more in cosmetic industry.
What you eat it basically a lot of sugar, caramel/burnt sugar, plant fats, cellulose and cocoa essence 🙄",2022-01-20T20:39:29Z,2022-01-20T20:39:29Z,none,,443,52,well nowadays lucky find cocoa butter fat chocolate none stuff anymore written plant fat cocoa butter sell cosmetic industry eat basically lot sugar caramel burnt sugar plant fat cellulose cocoa essence,7,1,2,0.41666666666666663,0.5994
@tempest031,0,"Now I know why chocolate from east of Europe taste better, and why I feel that chocolates from US brands taste funny for me with their sourness and over sweetness 😂",2022-01-20T20:30:03Z,2022-01-20T20:30:03Z,none,,444,31,know chocolate europe taste better feel chocolate u brand taste funny sourness sweetness,1,6,8,0.375,0.8402
@awkwrdnb,0,mfers really credited The Sun as a source 0:16,2022-01-15T02:24:02Z,2022-01-15T02:24:02Z,none,,445,9,mfers really credited sun source,9,1,5,0.2,0.4201
@quinbatcheller5805,0,"I'm Canadian. I prefer European chocolate. I don't recognize the so called sour taste in American brands, but I do find the European brands more delicious. To me it tastes richer and more ""chocolatey"" if you know what I mean.  American chocolate tastes over sweet and waxy instead of rich.  Just my personal experience. That said I will consume Hershey products... I'm not a purist. I love high quality artisan crafted confectionery, as well as cheap Halloween candy. I've got a massive sweet tooth.",2022-01-10T19:03:45Z,2022-01-10T19:03:45Z,none,,446,84,canadian prefer european chocolate recognize called sour taste american brand find european brand delicious taste richer chocolatey know mean american chocolate taste sweet waxy instead rich personal experience said consume hershey product purist love high quality artisan crafted confectionery well cheap halloween candy got massive sweet tooth,1,6,6,0.21602941176470591,0.9722
@eurafrican85,0,We have Cadbury and Nestlé chocolates in South Africa. Toblerone and Lindt on smaller scale. Only found hersheys once. Tastes really bad.,2022-01-09T19:43:29Z,2022-01-09T19:43:29Z,none,,447,22,cadbury nestlé chocolate south toblerone lindt smaller scale found hershey taste really bad,9,6,8,-0.23333333333333328,-0.5849
@kanduyog1182,0,"It seems that Cadbury is largely absent in Europe but I swear it's everywhere in the Philippines. 

It's purple wrapping is just unmistakable. I actually prefer it to Hershey's tho.",2022-01-09T12:53:01Z,2022-01-09T12:53:01Z,none,,448,30,seems cadbury largely absent europe swear everywhere philippine purple wrapping unmistakable actually prefer hershey tho,8,5,0,0.10714285714285714,-0.0772
@NathansWargames,0,"Majority of American chocolate has Polyglycerol polyricinoleate which gives it a vomit flavor,",2022-01-08T14:19:44Z,2022-01-08T14:20:51Z,none,,449,13,majority american chocolate polyglycerol polyricinoleate give vomit flavor,6,7,8,0.0,0.0
@quirin5061,6,"thanks for this video! i live in germany and had a really good bar of chocolate that tasted more acidic than i was used to some years ago and loved it. I've been looking for a chocolate with a similar taste ever since, but unsuccessfully. I've never tried hersheys but i think this might be the taste I've been looking for in all the other bars i tried. Im gonna get some tomorrow to try and edit in if it really was the butyric acid or not",2022-01-06T17:36:51Z,2022-01-06T17:37:21Z,none,,450,87,thanks video live germany really good bar chocolate tasted acidic used year ago loved looking chocolate similar taste ever unsuccessfully never tried hershey think might taste looking bar tried im gonna get tomorrow try edit really butyric acid,9,5,4,0.29517045454545454,0.3046
@geoffroi-le-Hook,0,the Pennsylvania town is pronounced more like Lang'ster,2022-01-06T14:45:35Z,2022-01-06T14:45:35Z,none,,451,8,pennsylvania town pronounced lang ster,2,1,1,0.5,0.4201
@vhfgamer,0,"I've had all kinds of chocolate from both American and european manufacturers. It all tastes like chocolate to me. 

The only time I ever notice a difference is when I'm comparing very cheap chocolate to very expensive chocolate. Then I can taste a little bit of a difference. But it's still chocolate. 

I'll stick to hersheys. The other ones are just a ripoff when they taste exactly the same.",2022-01-05T04:10:38Z,2022-01-05T04:10:38Z,none,,452,69,kind chocolate american european manufacturer taste chocolate time ever notice difference comparing cheap chocolate expensive chocolate taste little bit difference still chocolate stick hershey one ripoff taste exactly,1,6,0,-0.021388888888888888,0.1901
@sweeety969,0,"So the answer is that it does taste like vomit, Americans are just used to it.",2021-12-31T01:49:42Z,2021-12-31T01:49:42Z,none,,453,16,answer taste vomit american used,6,7,6,0.0,0.3612
@rhythmicmusicswap4173,0,"cadbury ""europe  chocolate""? try with lindt",2021-12-29T22:40:31Z,2021-12-29T22:40:31Z,none,,454,6,cadbury europe chocolate try lindt,8,3,4,0.0,0.0
@Vintagesonic1,1,"As someone who lives in New Zealand, I guess we technically have ""European Chocolate"", however, we also have Hershey's Chocolate, which from my understanding most people love, in our country. It's seen as a luxury. I mean, I think it tastes good at least. But Ironically, there's 1 type of Chocolate that I dislike. It's Chocolate that is made in my own country. Now that stuff tastes awful, to me. There is 1 brand of NZ Chocolate I do like though. It's called Whittaker's. They've recently just had their 125th anniversary. Although, Whittaker's is also considered a premium brand of Chocolate in my country. I can see why too. It's delicious. I'd even go as far as to say it's better than Cadbury. However, the chocolate with the most consistency of tasting good for me is Australian Chocolate. I haven't had any Chocolate from Aussie that has tasted bad. It's all been good, from my experience. Then again, I like almost all chocolate, so maybe my opinion doesn't really matter.",2021-12-29T12:48:24Z,2021-12-29T12:49:18Z,none,,455,170,someone life new zealand guess technically european chocolate however also hershey chocolate understanding people love country seen luxury mean think taste good least ironically type chocolate dislike chocolate made country stuff taste awful brand nz chocolate called whittaker recently th anniversary whittaker also considered premium brand chocolate country see delicious even go far say better cadbury however chocolate consistency tasting good australian chocolate chocolate aussie tasted bad good experience almost chocolate maybe opinion really matter,0,0,0,0.19119318181818185,0.9349
@kmvskate849,0,You mean the rest of the world,2021-12-28T11:49:53Z,2021-12-28T11:49:53Z,none,,456,7,mean rest world,9,1,4,-0.3125,0.0
@daffyduk77,0,"Yeah, yanks, Hershey's is safe, no-one's else is gonna take it away from ya",2021-12-28T00:16:12Z,2021-12-28T00:16:12Z,none,,457,14,yeah yank hershey safe one else gonna take away ya,2,5,5,0.5,0.6249
@markenetube,0,"The EU tried to get the UK chocolate firms to stop calling UK chocolate, chocolate. Belgium chocolate manufacturers use a lot more cocoa. UK chocolate is very popular though. 
Someone told me Hershey's tastes sour as they brought up all the out of date milk to make it. It makes sense now",2021-12-27T13:50:50Z,2021-12-27T13:52:28Z,none,,458,52,eu tried get uk chocolate firm stop calling uk chocolate chocolate belgium chocolate manufacturer use lot cocoa uk chocolate popular someone told hershey taste sour brought date milk make make sense,7,4,6,0.37666666666666665,0.2247
@uomoago7385,1,So it's tradition to do bad chocolate in USA?,2021-12-27T08:55:00Z,2021-12-27T08:55:00Z,none,,459,9,tradition bad chocolate usa,9,1,8,-0.6999999999999998,-0.5423
@OtakuSanel,0,"American chocolate tastes alright, but nothing can hold a candle to kinder chocolate. that shit is beyond addicting.",2021-12-26T17:27:14Z,2021-12-26T17:27:14Z,none,,460,18,american chocolate taste alright nothing hold candle kinder chocolate shit addicting,3,2,5,-0.1,-0.0258
@Packisus,2,"Don’t get it, not American and absolutely love Hershey’s.",2021-12-25T10:09:37Z,2021-12-25T10:09:37Z,none,,461,9,get american absolutely hershey,4,5,8,0.25,0.6697
@renefrijhoff2484,0,"I had recently a Hershey (they're becoming a bit available here in The Netherlands) just to try it out. MFG what the hell was that, you would say it's definitely not chocolate (I know it is, but yikes).",2021-12-24T07:46:14Z,2021-12-24T07:46:14Z,none,,462,38,recently hershey becoming bit available netherlands try mfg hell would say definitely chocolate know yikes,2,5,6,0.21250000000000002,-0.2382
@TacticalCaveman997,0,"Our chocolate sucks, there's no way around it. Norwegian chocolate is the best 👌",2021-12-23T23:04:44Z,2021-12-23T23:04:44Z,none,,463,14,chocolate suck way norwegian chocolate best,0,8,8,0.2333333333333333,0.128
@Vidied,0,What the f is Cadbury never heard of this chocolate,2021-12-22T12:34:02Z,2021-12-22T12:34:02Z,none,,464,10,f cadbury never heard chocolate,8,3,8,0.0,0.0
@JimmyDThing,0,Easy: causd Hershey bars are gross. I'm American. Grew up on Hershey bars. They're gross.,2021-12-21T10:37:40Z,2021-12-21T10:37:40Z,none,,465,15,easy causd hershey bar gross american grew hershey bar gross,2,9,0,0.10833333333333334,-0.5106
@oilslick7010,0,"The E-numbers are nothing other than a EU wide classification of additives (coloring, preservatives and aroma) in food. This includes completely natural additives as well. So instead of mentioning the beet juice used to color a food red, it just says E162 on the package. A lot of people think that just because something has a scary E-number, it must be some horrible synthesized or chemical substance that is inherently bad for you.",2021-12-20T11:56:17Z,2021-12-20T11:56:17Z,none,,466,73,e number nothing eu wide classification additive coloring preservative aroma food includes completely natural additive well instead mentioning beet juice used color food red say e package lot people think something scary e number must horrible synthesized chemical substance inherently bad,9,1,6,-0.33214285714285713,-0.7436
@AM2prunejuice,1,If you don't like something.  Don't eat it!  That's it.  Kindly keep it to yourself.  Thanks,2021-12-19T21:43:57Z,2021-12-19T21:43:57Z,none,,467,16,something eat kindly keep thanks,3,1,2,0.4,0.6465
@markgb,0,"Cadbury is now owned by Kraft, the chocolate has been cheapened and now tastes chalky",2021-12-19T11:17:09Z,2021-12-19T11:17:09Z,none,,468,15,cadbury owned kraft chocolate cheapened taste chalky,8,6,5,0.0,0.0
@thesoul2871,0,Cadbury bars are soo 🔥 Idk how people like hersheys soo much....,2021-12-19T00:57:58Z,2021-12-19T00:57:58Z,none,,469,12,cadbury bar soo idk people hershey soo much,2,5,4,0.2,0.2732
@raymondlang,0,"I'm sure the American Cadbury' Dairy Milk bars are different to ours here in England.
Maybe they have messed with the recipe?
BUT one thing is for sure, The CDM bars made in Ireland taste even better!!!
They have kept to the traditional recipe of the 1930s, and there are websites that discuss how wonderful and creamy it is.
I had some sent to me by a friend in Ireland a couple years ago, and I noticed straight away it was better.
I told her about it, and she said it's because the Irish farmers sing to the cows while milking them.
I think she may be telling me untruths.",2021-12-17T15:07:20Z,2021-12-17T15:07:20Z,none,,470,110,sure american cadbury dairy milk bar different england maybe messed recipe one thing sure cdm bar made ireland taste even better kept traditional recipe website discus wonderful creamy sent friend ireland couple year ago noticed straight away better told said irish farmer sing cow milking think may telling untruth,7,1,6,0.36765625,0.9755
@KingHayabusa384,1,"As a Swiss, I gotta admit I love American chocolate.",2021-12-17T11:29:25Z,2021-12-17T11:29:25Z,none,,471,10,swiss gotta admit american chocolate,4,2,1,0.25,0.7184
@mitch1352,0,"I was planning to travel to Hersheypark in 2020, but...2020 and all. Not for the chocolate, but for the rollercoasters!!!",2021-12-16T23:39:46Z,2021-12-16T23:39:46Z,none,,472,20,planning travel hersheypark chocolate rollercoasters,0,2,1,0.0,0.0
@MrCarnivoure,1,"Very true is that if people are force fed rubbish food due to famin or hardship and due to lack of choice, they will grow accustomed to it and won't know any better.  Sad but true.",2021-12-15T22:25:43Z,2021-12-15T22:25:43Z,none,,473,36,true people force fed rubbish food due famin hardship due lack choice grow accustomed know better sad true,9,1,0,0.09249999999999999,0.2808
@d3d952,0,Why do you even take chocolate from UK when swiss belgium italy germany make way better chocolate and everyone in europe buy that chocolate not the UK trash stop generalizing europe as UK i mean like any product in UK isnt even imported into other Europeans contries cuz there are better counterparts especially in food,2021-12-15T12:11:16Z,2021-12-15T12:11:16Z,none,,474,55,even take chocolate uk swiss belgium italy germany make way better chocolate everyone europe buy chocolate uk trash stop generalizing europe uk mean product uk isnt even imported european contries cuz better counterpart especially food,8,3,4,0.1125,0.7269
@2-_-B-_-continued,0,I honestly thought lindt chocolate as the European standard...affordable and most available brand,2021-12-14T23:25:09Z,2021-12-14T23:25:09Z,none,,475,13,honestly thought lindt chocolate european standard affordable available brand,5,3,4,0.375,0.4588
@briom1425,0,American chocolate is the worst .,2021-12-14T00:59:22Z,2021-12-14T00:59:22Z,none,,476,6,american chocolate worst,4,2,5,-0.5,-0.6249
@LikaLaruku,1,"I always figured they used a process for milk that was invented for military use, like powdered milk or condensed milk.

I don't like Hershey chocolate, but their founder certainly made a lot of strides in making chocolate accessible to the common people.",2021-12-12T03:07:44Z,2021-12-12T03:07:44Z,none,,477,43,always figured used process milk invented military use powdered milk condensed milk hershey chocolate founder certainly made lot stride making chocolate accessible common people,7,4,0,0.04732142857142857,0.6808
@killianmichael6889,0,"I’m Irish and if I think of EU chocolate I think of Milka, Kinder or Lindt, Cadbury’s is very much British",2021-12-11T01:49:50Z,2021-12-11T01:49:50Z,none,,478,21,irish think eu chocolate think milka kinder lindt cadbury much british,8,3,4,0.0,0.4939
@taniadickson541,0,The video lost me at saying Cadbury was the European chocolate,2021-12-10T19:33:48Z,2021-12-10T19:33:48Z,none,,479,11,video lost saying cadbury european chocolate,5,3,0,0.0,-0.3182
@nienkes6211,0,"So for ""European"" chocolate you use Cadbury as an example?  Which is only readily available in the UK? Should've chosen Milka, or Kinder, or anything else.",2021-12-10T07:08:08Z,2021-12-10T07:08:08Z,none,,480,26,european chocolate use cadbury example readily available uk chosen milka kinder anything else,8,3,6,0.13333333333333333,0.5514
@DeltaFlare987,2,What's with the youngest generation constantly needing to feel sorry for simply being born in this country? It's a constant guilt trip and I'm getting really tired of it,2021-12-07T19:01:27Z,2021-12-07T19:01:27Z,none,,481,29,youngest generation constantly needing feel sorry simply born country constant guilt trip getting really tired,9,1,0,-0.18,-0.6801
@colinellicott9737,0,Butyric acid ... baby puke ... wet dog butt gland juice ... in chocolate ... EEEEEEUUUWWWWWWWWWWW!,2021-12-07T17:35:08Z,2021-12-07T17:35:08Z,none,,482,16,butyric acid baby puke wet dog butt gland juice chocolate eeeeeeuuuwwwwwwwwwww,0,1,0,-0.125,-0.5707
@dmfamzo,0,"After all that talk , me as a european ask myself “WTF is Cadbury chocolate?!”
😂😂
No mention of the top dogs Lindt ,Ferrero, Milka ..etc
Tasting a Lindt chocolate ball will melt your brain!!
😂🤯",2021-12-07T09:46:24Z,2021-12-07T09:46:24Z,none,,483,36,talk european ask wtf cadbury chocolate mention top dog lindt ferrero milka etc tasting lindt chocolate ball melt brain,8,3,0,0.052083333333333336,-0.3129
@HamnaTabuu,0,"I've always wondered why Hershey's tastes like vomit. Cadbury is not a typical European chocolate, but was a very British one (that contains vegetable oil). Have you not heard of the 30 year chocolate war  1973-2003 ?  
I've only ever seen Cadbury in Continental European shops in the ""British shelf"", along with Heinz Baked Beans, Coleman's mustard & Marmite.

Cadbury is owned by Mondelez, formerly Kraft Foods - an American multinational.",2021-12-07T00:39:55Z,2021-12-07T00:45:19Z,none,,484,71,always wondered hershey taste vomit cadbury typical european chocolate british one contains vegetable oil heard year chocolate war ever seen cadbury continental european shop british shelf heinz baked bean coleman mustard marmite cadbury owned mondelez formerly kraft food american multinational,8,3,8,0.010416666666666666,-0.6808
@swunt10,0,vomit floured chocolate^^,2021-12-06T23:33:58Z,2021-12-06T23:33:58Z,none,,485,3,vomit floured chocolate,6,7,8,0.0,0.0
@shapelessed,1,8:10 - It's entirely your fault.,2021-12-06T14:09:29Z,2021-12-06T14:09:29Z,none,,486,6,entirely fault,9,1,4,0.0,-0.4549
@hanac5586,0,Hersey's tasted like 90% of grease ;( especially after eating a lot of fazer (finnish) and marabou (swedish) chocolate,2021-12-05T21:40:45Z,2021-12-05T21:44:47Z,none,,487,19,hersey tasted grease especially eating lot fazer finnish marabou swedish chocolate,0,1,0,0.0,0.3612
@gayleralan,0,American chocolate tastes like chocolate mixed with water,2021-12-05T16:11:37Z,2021-12-05T16:11:37Z,none,,488,8,american chocolate taste chocolate mixed water,1,2,5,0.0,0.3612
@Adansinamo077,5,"After I tasted European chocolate at the Polish deli, international food stores, and visited France 🇫🇷 for a month I can no longer fully enjoy Hersey’s anything. All I taste is sugar grains dissolving in my mouth. 😵‍💫",2021-12-05T05:29:22Z,2021-12-05T05:29:22Z,none,,489,38,tasted european chocolate polish deli international food store visited france month longer fully enjoy hersey anything taste sugar grain dissolving mouth,5,1,0,0.13333333333333333,0.3167
@z.hussain3230,0,Cadbury was the worlds greatest chocolate brand now its the worst.. Thanks usa,2021-12-04T19:46:17Z,2021-12-04T19:46:17Z,none,,490,13,cadbury world greatest chocolate brand worst thanks usa,8,3,4,0.06666666666666667,0.7964
@royalebellex9424,0,It's because our tastebuds are used to our chocolate,2021-12-04T17:44:08Z,2021-12-04T17:44:08Z,none,,491,9,tastebud used chocolate,0,1,8,0.0,0.0
@davidyasss3484,0,"It's the same in Brazil! I'm from Ireland and I'm used to European chocolate. When I visited there, I was disgusted by their chocolate. A mixture of vomit 🤢 and less cacao flavour. So when I revisited I brought my European chocolate 😅",2021-12-04T12:18:49Z,2021-12-04T12:18:49Z,none,,492,43,brazil ireland used european chocolate visited disgusted chocolate mixture vomit le cacao flavour revisited brought european chocolate,5,3,8,-0.23333333333333334,-0.5707
@rosshart9514,0,American chocolate is as good as american cheese or american beer.,2021-12-01T17:37:55Z,2021-12-01T17:37:55Z,none,,493,11,american chocolate good american cheese american beer,4,2,0,0.175,0.4404
@Slater6377,0,I'm an American and I agree. I hate milk chocolate. Hershey's taste terrible.,2021-12-01T01:49:39Z,2021-12-01T01:49:39Z,none,,494,13,american agree hate milk chocolate hershey taste terrible,7,4,8,-0.6,-0.6486
@joev1883,0,I was about to take this video seriously until I noticed they were comparing garbage chocolate to garbage chocolate... probably meant for elementary school audience... also love how Cheddar did the most American thing possible... put a single sample product to represent a whole continent... bravo!... desperate for views?,2021-11-29T16:41:41Z,2021-11-29T16:41:41Z,none,,495,49,take video seriously noticed comparing garbage chocolate garbage chocolate probably meant elementary school audience also love cheddar american thing possible put single sample product represent whole continent bravo desperate view,4,1,0,0.06058201058201058,0.3595
@andrewgutierrez4841,0,"British people are really telling us Americans our chocolate is too spicy for them, give me a break!",2021-11-29T02:10:04Z,2021-11-29T02:10:04Z,none,,496,18,british people really telling u american chocolate spicy give break,4,1,0,0.125,0.0
@nordicohahah,0,Because its worse,2021-11-28T12:29:24Z,2021-11-28T12:29:24Z,none,,497,3,worse,1,1,0,-0.4,-0.4767
@JediasHertz,0,now I want to give a try to an european chocolate,2021-11-25T02:00:48Z,2021-11-25T02:00:48Z,none,,498,11,want give try european chocolate,5,3,4,0.0,0.0772
@Lypsey,0,WAHAT A STATEMENT LMFAO. 1 has 10coco other has 30%coco.... NOT PRETTY MUCH  THE SAME LM<FAO,2021-11-24T22:57:11Z,2021-11-24T22:57:11Z,none,,499,16,wahat statement lmfao coco coco pretty much lm fao,9,1,8,-0.012499999999999997,0.2646
@Deathbyfartz,0,"because american chocolate is made with oompa loompa vomit.

imma take my Marabou over puke flavor any day of the year.",2021-11-24T02:04:28Z,2021-11-24T02:15:24Z,none,,500,21,american chocolate made oompa loompa vomit imma take marabou puke flavor day year,6,7,4,0.0,-0.5267
@timberwolfe1645,1,The 3rd suggestion has clearly 30% versus 10% chocolate.  That's NOWHERE close to similar.  That's the answer.  Real Chocolate is in British hands,2021-11-23T17:26:35Z,2021-11-23T17:26:35Z,none,,501,23,rd suggestion clearly versus chocolate nowhere close similar answer real chocolate british hand,0,1,5,0.06000000000000001,0.4019
@tomaccino,1,"European chocolate.. peepoGiggles... literally never seen Cadbury's in Slovenia, Croatia, Austria, Germany, France or Switzerland until I went to work in the UK.
Really a massive Oh! Em! Gee! when people across the pond equate one or two western european countries as entire europe.",2021-11-23T14:46:15Z,2021-11-23T14:46:15Z,none,,502,44,european chocolate peepogiggles literally never seen cadbury slovenia croatia austria germany france switzerland went work uk really massive oh em gee people pond equate one two western european country entire europe,5,3,6,0.0,0.0
@ThouArtOfWar0724,1,I hate American chocolate that shit taste like plastic and fake. I'm American but never like chocolate until I went to Europe,2021-11-23T02:16:10Z,2021-11-23T02:16:10Z,none,,503,22,hate american chocolate shit taste plastic fake american never chocolate went europe,4,2,8,-0.3,-0.1779
@Macintoshiba,1,What the f**k is a Cadbury,2021-11-21T21:38:33Z,2021-11-21T21:38:33Z,none,,504,6,f k cadbury,8,3,6,0.0,0.0
@javiermaldonadodelrio7582,0,"Cadbury is only sold in UK, there is very little of it is Spain. Well there is much in The canary islands but in spain you can only few things. I would say milka or lidntd, but lindtd is a higher quality",2021-11-21T11:34:14Z,2021-11-21T11:34:14Z,none,,505,42,cadbury sold uk little spain well much canary island spain thing would say milka lidntd lindtd higher quality,8,3,4,0.001041666666666663,0.1406
@cmw3737,0,It's the exact same molecule as vomit but it's not from vomit so it's fine.,2021-11-20T21:19:27Z,2021-11-20T21:19:27Z,none,,506,15,exact molecule vomit vomit fine,6,7,8,0.22222222222222224,0.3854
@Slinguh1111,0,Now i know why Doritos (in my opinion) tastes like vomit,2021-11-20T17:33:53Z,2021-11-20T17:33:53Z,none,,507,11,know doritos opinion taste vomit,6,7,4,0.0,0.3612
@itadaku23,0,Butyric acid is actually one of the sour contributors to a poor GHB synthesis.  That's interesting.,2021-11-19T22:54:32Z,2021-11-19T22:54:32Z,none,,508,16,butyric acid actually one sour contributor poor ghb synthesis interesting,7,1,4,-0.012500000000000011,-0.1027
@TheGustavo116,0,1:40  10 % vz 30 % ????? is not the same XD,2021-11-18T22:09:42Z,2021-11-18T22:09:42Z,none,,509,12,vz xd,8,1,7,0.0,-0.6782
@davidmaxwaterman,0,"""...but it's not our fault."" Except you just explained why it is actually your fault. Making profit from war, for a start.",2021-11-18T16:03:02Z,2021-11-18T16:03:02Z,none,,510,22,fault explained actually fault making profit war start,9,1,6,0.0,-0.5719
@davidmaxwaterman,0,EU laws don't apply to the whole of Europe...,2021-11-18T15:55:23Z,2021-11-18T15:55:23Z,none,,511,9,eu law apply whole europe,8,1,4,0.2,0.0
@drsubtracto,1,"Cadburry is a British brand and they hate being called European. Today after Brexit even more so. I've barely ever seen Cadburry on store shelves here in Germany. Of all the massive European brands like Lindt or Milka or Ferrero and so on, that's the one you picked to call ""European""?",2021-11-17T20:45:09Z,2021-11-17T20:51:47Z,none,,512,51,cadburry british brand hate called european today brexit even barely ever seen cadburry store shelf germany massive european brand lindt milka ferrero one picked call european,5,3,0,-0.03125000000000001,-0.296
@michaelkelleypoetry,0,Now I'm wondering if Bertie Bott's Vomit Flavour bean in Harry Potter is really just a Hershey's kiss. 😂😂,2021-11-15T14:46:04Z,2021-11-15T14:46:04Z,none,,513,19,wondering bertie bott vomit flavour bean harry potter really hershey kiss,6,7,6,0.2,0.4703
@waltzfordebbie9959,0,So butyric acid is the only difference? I don't think so. It's different Cocoa sources also.,2021-11-14T20:40:07Z,2021-11-14T20:40:07Z,none,,514,16,butyric acid difference think different cocoa source also,9,1,2,0.0,0.0
@Inkoknyto,0,"I think, beside the quality-group of coco-beans is also the coco-butter, that makes the quality. Most chocolates are using palm-oil or other alternatives instead. 
I am relative happy with german candies - way better than british candies. But the best chocolate I have ever eaten in my life is from the swiss (Läderach). VERY expensive (up to 10-20€ for one bar), but it the ferrari amogn the chocolates. The taste, the homogenity, just wow.",2021-11-13T11:50:28Z,2021-11-13T11:53:12Z,none,,515,74,think quality group coco bean also coco butter make quality chocolate using palm oil alternative instead relative happy german candy way better british candy best chocolate ever eaten life swiss läderach expensive one bar ferrari amogn chocolate taste homogenity wow,0,1,6,0.2125,0.946
@crayopopp7171,0,Because American chocolate taste like shit?,2021-11-13T09:41:16Z,2021-11-13T09:41:16Z,none,,516,6,american chocolate taste shit,3,2,8,-0.1,-0.2732
@zaixai9441,1,"Damn people are getting triggered by Cadbury chocolate being called ""European"". People have too much free time.",2021-11-13T04:54:25Z,2021-11-13T04:54:25Z,none,,517,17,damn people getting triggered cadbury chocolate called european people much free time,5,3,4,0.2,0.1531
